Player;Turn;Word;Length;Rack;Letters_Used;Direction;Start;Player_Score;Move_Score;Win
PLAYER_1;11;VINA;4;VTIDAND;VINA;Vertical;[5, 3];74;16;-1
PLAYER_2;12;METE;4;ACTMOEE;METE;Vertical;[6, 5];75;15;1
PLAYER_1;13;DAFT;4;TDDRTAF;DAFT;Vertical;[9, 0];107;33;-1
PLAYER_2;14;RIOT;4;ACORTUG;ROT;Vertical;[14, 2];90;15;1
PLAYER_1;15;ORA;3;DRTRIAO;ORA;Vertical;[5, 6];122;15;-1
PLAYER_2;16;SCAG;4;ACUGUTS;SCAG;Horizontal;[11, 11];105;15;1
PLAYER_1;17;EWE;3;DTRIBWI;W;Horizontal;[9, 8];133;11;-1
PLAYER_2;18;YACHT;5;UUTYHJC;YCHT;Vertical;[15, 9];126;21;1
PLAYER_1;19;USER;4;DTRIBIE;ER;Vertical;[14, 4];137;4;-1
PLAYER_2;20;JEHU;4;UUJEEHE;JEU;Horizontal;[13, 11];140;14;1
PLAYER_1;21;LOID;4;DTIBIOP;OID;Horizontal;[8, 11];143;6;-1
PLAYER_2;22;EN;2;UEHENAK;EN;Vertical;[15, 1];150;10;1
PLAYER_1;23;PITIED;6;TBIPIEI;PITIE;Vertical;[9, 10];161;18;-1
PLAYER_2;24;HA;2;UHEAKVQ;HA;Horizontal;[1, 8];162;12;1
PLAYER_1;25;ARB;3;BINRAED;ARB;Horizontal;[0, 10];182;21;-1
PLAYER_2;26;KI;2;UEKVQOP;K;Horizontal;[4, 11];168;6;1
PLAYER_1;27;ZINE;4;INEDZRI;ZNE;Horizontal;[6, 13];196;14;-1
PLAYER_2;28;EVE;3;UEVQOPE;EV;Vertical;[7, 12];174;6;1
PLAYER_1;29;DIN;3;IDRIGXR;DI;Horizontal;[3, 4];200;4;-1
PLAYER_2;30;SUP;3;UQOPES;SUP;Vertical;[9, 13];193;19;1
PLAYER_1;31;EWER;4;RIGXR;R;Horizontal;[9, 9];209;9;-1
PLAYER_2;32;QI;2;QOE;Q;Vertical;[4, 2];237;44;1
PLAYER_1;33;ERG;3;IGXR;G;Horizontal;[3, 8];215;6;-1
PLAYER_2;34;ROE;3;OE;OE;Vertical;[3, 8];247;10;1
PLAYER_1;1;LIRI;4;IGLIRSN;LIRI;Horizontal;[7, 10];8;8;1 
PLAYER_2;2;WON;3;FJOYNKW;WON;Horizontal;[8, 8];12;12;-1 
PLAYER_1;3;SAGIER;6;GSNAELR;SAGER;Vertical;[10, 9];19;11;1 
PLAYER_2;4;FLOC;4;FJYKBTC;FC;Vertical;[10, 6];25;13;-1 
PLAYER_1;5;ERR;3;NLOURRE;ERR;Vertical;[12, 8];24;5;1 
PLAYER_2;6;KAT;3;JYKBTAD;KAT;Vertical;[6, 8];36;11;-1 
PLAYER_1;7;LOTAS;5;NLOULTO;LOT;Horizontal;[4, 10];29;5;1 
PLAYER_2;8;ED;2;JYBDEET;D;Horizontal;[8, 11];39;3;-1 
PLAYER_1;9;DOC;3;NULODHV;DO;Horizontal;[9, 7];44;15;1 
PLAYER_2;10;YEA;3;JYBEETA;YEA;Horizontal;[5, 6];51;12;-1 
PLAYER_1;11;GLUG;4;NULHVUG;LUG;Horizontal;[6, 13];52;8;1 
PLAYER_2;12;ERA;3;JBETEAI;EA;Horizontal;[11, 10];55;4;-1 
PLAYER_1;13;HAG;3;NHVUHXA;HA;Vertical;[7, 12];59;7;1 
PLAYER_2;14;ETUI;4;JBTEIUU;ETI;Vertical;[8, 11];67;12;-1 
PLAYER_1;15;NE;2;NVUHXTE;NE;Horizontal;[10, 5];69;10;1 
PLAYER_2;16;BUS;3;JBUUESG;BUS;Horizontal;[2, 9];85;18;-1 
PLAYER_1;17;UT;2;VUHXTDI;UT;Vertical;[3, 9];79;10;1 
PLAYER_2;18;GIE;3;JUEGICE;GIE;Horizontal;[0, 12];94;9;-1 
PLAYER_1;19;FE;2;VHXDIFA;F;Vertical;[6, 4];107;28;1 
PLAYER_2;20;ME;2;JUCEPMZ;ME;Horizontal;[6, 4];106;12;-1 
PLAYER_1;21;AX;2;VHXDIAR;AX;Horizontal;[11, 5];140;33;1 
PLAYER_2;22;MU;2;JUCPZWI;U;Vertical;[8, 2];110;4;-1 
PLAYER_1;23;MID;3;VHDIRNM;MID;Vertical;[14, 2];164;24;1 
PLAYER_2;24;PI;2;JCPZWIP;PI;Horizontal;[14, 3];121;11;-1 
PLAYER_1;25;RERAN;5;VHRNIQS;RN;Horizontal;[11, 11];169;5;1 
PLAYER_2;26;NIP;3;JCZWPNI;NP;Horizontal;[12, 4];131;10;-1 
PLAYER_1;27;HID;3;VHIQSVA;HI;Horizontal;[13, 3];193;24;1 
PLAYER_2;28;OR;2;JCZWIOE;O;Horizontal;[10, 9];135;4;-1 
PLAYER_1;29;ES;2;VQSVASE;ES;Horizontal;[12, 8];202;9;1 
PLAYER_2;30;YE;2;JCZWIEY;YE;Horizontal;[13, 7];151;16;-1 
PLAYER_1;31;FEN;3;VQVASNT;N;Vertical;[7, 4];213;11;1 
PLAYER_2;32;TAJ;3;JCZWIOB;J;Horizontal;[5, 14];177;26;-1 
PLAYER_1;33;VAUS;4;VQVASTE;VAS;Horizontal;[7, 4];244;31;1 
PLAYER_2;34;OW;2;CZWIOBI;OW;Horizontal;[10, 12];191;14;-1 
PLAYER_1;35;OAT;3;QVTETDO;OT;Vertical;[9, 1];253;9;1 
PLAYER_2;36;OBIA;4;CZIBIAO;OBIA;Horizontal;[9, 15];204;13;-1 
PLAYER_1;37;LAVER;5;QVETDLR;LVER;Vertical;[13, 14];262;9;1 
PLAYER_2;38;VINE;4;CZINAEO;INE;Vertical;[11, 0];213;9;-1 
PLAYER_1;39;UT;2;QTD;T;Horizontal;[1, 11];266;4;1 
PLAYER_2;40;COB;3;CZAO;CO;Vertical;[3, 6];220;7;-1 
PLAYER_1;41;AD;2;QD;D;Vertical;[13, 9];269;3;1 
PLAYER_2;42;ZA;2;ZA;ZA;Horizontal;[14, 6];236;16;-1 
PLAYER_1;1;LIRI;4;IGLIRSN;LIRI;Horizontal;[7, 10];8;8;1
PLAYER_2;2;WON;3;FJOYNKW;WON;Horizontal;[8, 8];12;12;-1
PLAYER_1;3;SAGIER;6;GSNAELR;SAGER;Vertical;[10, 9];19;11;1
PLAYER_2;4;FLOC;4;FJYKBTC;FC;Vertical;[10, 6];25;13;-1
PLAYER_1;5;ERR;3;NLOURRE;ERR;Vertical;[12, 8];24;5;1
PLAYER_2;6;KAT;3;JYKBTAD;KAT;Vertical;[6, 8];36;11;-1
PLAYER_1;7;LOTAS;5;NLOULTO;LOT;Horizontal;[4, 10];29;5;1
PLAYER_2;8;ED;2;JYBDEET;D;Horizontal;[8, 11];39;3;-1
PLAYER_1;9;DOC;3;NULODHV;DO;Horizontal;[9, 7];44;15;1
PLAYER_2;10;YEA;3;JYBEETA;YEA;Horizontal;[5, 6];51;12;-1
PLAYER_1;11;GLUG;4;NULHVUG;LUG;Horizontal;[6, 13];52;8;1
PLAYER_2;12;ERA;3;JBETEAI;EA;Horizontal;[11, 10];55;4;-1
PLAYER_1;13;HAG;3;NHVUHXA;HA;Vertical;[7, 12];59;7;1
PLAYER_2;14;ETUI;4;JBTEIUU;ETI;Vertical;[8, 11];67;12;-1
PLAYER_1;15;NE;2;NVUHXTE;NE;Horizontal;[10, 5];69;10;1
PLAYER_2;16;BUS;3;JBUUESG;BUS;Horizontal;[2, 9];85;18;-1
PLAYER_1;17;UT;2;VUHXTDI;UT;Vertical;[3, 9];79;10;1
PLAYER_2;18;GIE;3;JUEGICE;GIE;Horizontal;[0, 12];94;9;-1
PLAYER_1;19;FE;2;VHXDIFA;F;Vertical;[6, 4];107;28;1
PLAYER_2;20;ME;2;JUCEPMZ;ME;Horizontal;[6, 4];106;12;-1
PLAYER_1;21;AX;2;VHXDIAR;AX;Horizontal;[11, 5];140;33;1
PLAYER_2;22;MU;2;JUCPZWI;U;Vertical;[8, 2];110;4;-1
PLAYER_1;23;MID;3;VHDIRNM;MID;Vertical;[14, 2];164;24;1
PLAYER_2;24;PI;2;JCPZWIP;PI;Horizontal;[14, 3];121;11;-1
PLAYER_1;25;RERAN;5;VHRNIQS;RN;Horizontal;[11, 11];169;5;1
PLAYER_2;26;NIP;3;JCZWPNI;NP;Horizontal;[12, 4];131;10;-1
PLAYER_1;27;HID;3;VHIQSVA;HI;Horizontal;[13, 3];193;24;1
PLAYER_2;28;OR;2;JCZWIOE;O;Horizontal;[10, 9];135;4;-1
PLAYER_1;29;ES;2;VQSVASE;ES;Horizontal;[12, 8];202;9;1
PLAYER_2;30;YE;2;JCZWIEY;YE;Horizontal;[13, 7];151;16;-1
PLAYER_1;31;FEN;3;VQVASNT;N;Vertical;[7, 4];213;11;1
PLAYER_2;32;TAJ;3;JCZWIOB;J;Horizontal;[5, 14];177;26;-1
PLAYER_1;33;VAUS;4;VQVASTE;VAS;Horizontal;[7, 4];244;31;1
PLAYER_2;34;OW;2;CZWIOBI;OW;Horizontal;[10, 12];191;14;-1
PLAYER_1;35;OAT;3;QVTETDO;OT;Vertical;[9, 1];253;9;1
PLAYER_2;36;OBIA;4;CZIBIAO;OBIA;Horizontal;[9, 15];204;13;-1
PLAYER_1;37;LAVER;5;QVETDLR;LVER;Vertical;[13, 14];262;9;1
PLAYER_2;38;VINE;4;CZINAEO;INE;Vertical;[11, 0];213;9;-1
PLAYER_1;39;UT;2;QTD;T;Horizontal;[1, 11];266;4;1
PLAYER_2;40;COB;3;CZAO;CO;Vertical;[3, 6];220;7;-1
PLAYER_1;41;AD;2;QD;D;Vertical;[13, 9];269;3;1
PLAYER_2;42;ZA;2;ZA;ZA;Horizontal;[14, 6];236;16;-1
PLAYER_1;1;ET;2;ETEEOZU;ET;Horizontal;[7, 8];4;4;1
PLAYER_2;2;HO;2;ARRLHSO;HO;Vertical;[9, 5];11;11;-1
PLAYER_1;3;ROUE;4;EEOZUNR;ROUE;Horizontal;[9, 6];18;14;1
PLAYER_2;4;OSAR;4;ARRLSYQ;SAR;Horizontal;[8, 9];22;11;-1
PLAYER_1;5;NEIF;4;EZNFVIR;NEIF;Horizontal;[9, 11];32;14;1
PLAYER_2;6;RATAN;5;RLYQJIA;RA;Vertical;[10, 7];27;5;-1
PLAYER_1;7;CROC;4;ZVRECNC;CRC;Vertical;[11, 3];43;11;1
PLAYER_2;8;IT;2;LYQJITO;IT;Horizontal;[10, 10];34;7;-1
PLAYER_1;9;DEN;3;ZVENVDP;DEN;Vertical;[7, 8];53;10;1
PLAYER_2;10;BES;3;LYQJOBT;B;Vertical;[9, 6];50;16;-1
PLAYER_1;11;EX;2;ZVVPXOE;EX;Vertical;[6, 9];107;54;1
PLAYER_2;12;TOR;3;LYQJOTA;TO;Horizontal;[8, 4];57;7;-1
PLAYER_1;13;VAC;3;ZVVPOAI;VA;Horizontal;[10, 4];118;11;1
PLAYER_2;14;JILT;4;LYQJAIE;JIL;Vertical;[9, 1];84;27;-1
PLAYER_1;15;DEV;3;ZVPOITR;V;Horizontal;[4, 11];132;14;1
PLAYER_2;16;ASEA;4;YQAEESA;ASEA;Vertical;[12, 11];100;16;-1
PLAYER_1;17;POI;3;ZPOITRI;POI;Vertical;[14, 10];141;9;1
PLAYER_2;18;YON;3;YQEIONY;YON;Horizontal;[11, 9];111;11;-1
PLAYER_1;19;RIFE;4;ZTRIELF;RFE;Horizontal;[13, 13];150;9;1
PLAYER_2;20;TEW;3;QEIYGTW;TEW;Horizontal;[12, 8];129;18;-1
PLAYER_1;21;ALT;3;ZTILAEL;ALT;Vertical;[7, 11];161;11;1
PLAYER_2;22;AYIN;4;QIYGNAH;AYIN;Horizontal;[13, 7];148;19;-1
PLAYER_1;23;ZEE;3;ZIELUAE;ZEE;Horizontal;[14, 10];199;38;1
PLAYER_2;24;GUV;3;QGHGUDU;GU;Vertical;[5, 10];155;7;-1
PLAYER_1;25;ION;3;ILUAOMN;ION;Vertical;[8, 12];208;9;1
PLAYER_2;26;NURD;4;QHGDURN;NURD;Vertical;[10, 13];169;14;-1
PLAYER_1;27;LEEK;4;LUAMKEL;LEK;Vertical;[15, 12];229;21;1
PLAYER_2;28;DIG;3;QHGODDM;DG;Horizontal;[6, 3];176;7;-1
PLAYER_1;29;JAW;3;UAMLITW;AW;Horizontal;[5, 4];245;16;1
PLAYER_2;30;DAH;3;QHODMAI;DAH;Horizontal;[14, 4];196;20;-1
PLAYER_1;31;ITS;3;UMLITSB;ITS;Vertical;[7, 14];252;7;1
PLAYER_2;32;MID;3;QOMIPOI;MI;Vertical;[15, 1];208;12;-1
PLAYER_1;33;ES;2;UMLBESG;ES;Vertical;[13, 13];262;10;1
PLAYER_2;34;GOO;3;QOPOI;OO;Horizontal;[2, 13];216;8;-1
PLAYER_1;35;LOG;3;UMLBG;LG;Vertical;[4, 12];266;4;1
PLAYER_2;36;KI;2;QPI;I;Horizontal;[14, 14];222;6;-1
PLAYER_1;37;BUM;3;UMB;BUM;Horizontal;[0, 15];294;28;1
PLAYER_1;1;RUGA;4;EUARRGY;RUGA;Horizontal;[7, 9];10;10;-1 
PLAYER_2;2;OE;2;VPIOJLE;OE;Vertical;[8, 9];8;8;1 
PLAYER_1;3;NAY;3;ERYVRGN;NY;Vertical;[9, 8];24;14;-1 
PLAYER_2;4;VET;3;VPIJLTE;VET;Horizontal;[5, 12];36;28;1 
PLAYER_1;5;REG;3;ERVRGOK;RG;Vertical;[7, 10];36;12;-1 
PLAYER_2;6;CAR;3;PIJLCAE;CA;Vertical;[8, 5];47;11;1 
PLAYER_1;7;SER;3;EVROKLS;SER;Horizontal;[9, 11];48;12;-1 
PLAYER_2;8;ELS;3;PIJLESI;ELS;Horizontal;[8, 7];60;13;1 
PLAYER_1;9;LO;2;VOKLTDT;LO;Vertical;[6, 12];57;9;-1 
PLAYER_2;10;ALOE;4;PIJIEZA;AE;Vertical;[7, 12];65;5;1 
PLAYER_1;11;TA;2;VKTDTAB;TA;Vertical;[4, 11];65;8;-1 
PLAYER_2;12;PI;2;PIJIZND;PI;Vertical;[3, 10];71;6;1 
PLAYER_1;13;SAD;3;VKDTBAS;SAD;Horizontal;[9, 5];72;7;-1 
PLAYER_2;14;NAP;3;JIZNDGP;NP;Horizontal;[6, 7];87;16;1 
PLAYER_1;15;EKE;3;VKTBRRE;KE;Vertical;[12, 9];79;7;-1 
PLAYER_2;16;ZOIC;4;JIZDGON;ZOI;Horizontal;[5, 6];104;17;1 
PLAYER_1;17;ERR;3;VTBRRNT;RR;Horizontal;[6, 15];82;3;-1 
PLAYER_2;18;DAG;3;JDGNOWS;DG;Vertical;[11, 3];114;10;1 
PLAYER_1;19;TENT;4;VTBNTTE;TENT;Vertical;[15, 10];88;6;-1 
PLAYER_2;20;BOTS;4;JNOWSBD;BOS;Horizontal;[14, 12];121;7;1 
PLAYER_1;21;THRU;4;VBTUEHI;THU;Vertical;[8, 14];109;21;-1 
PLAYER_2;22;DE;2;JNWDRYX;D;Horizontal;[12, 11];133;12;1 
PLAYER_1;23;AT;2;VBEITDA;AT;Horizontal;[8, 12];113;4;-1 
PLAYER_2;24;ATE;3;JNWRYXE;E;Horizontal;[8, 13];137;4;1 
PLAYER_1;25;BIZ;3;VBEIDIH;BI;Vertical;[6, 2];127;14;-1 
PLAYER_2;26;JO;2;JNWRYXO;JO;Horizontal;[11, 4];167;30;1 
PLAYER_1;27;CETE;4;VEDIHCU;CE;Horizontal;[11, 12];139;12;-1 
PLAYER_2;28;EN;2;NWRYXML;N;Vertical;[13, 11];173;6;1 
PLAYER_1;29;VENUS;5;VDIHUFA;VU;Vertical;[15, 11];149;10;-1 
PLAYER_2;30;LIMY;4;WRYXMLM;LMY;Horizontal;[4, 5];207;34;1 
PLAYER_1;31;HOMO;4;DIHFANO;HO;Vertical;[6, 3];175;26;-1 
PLAYER_2;32;NOR;3;WRXMQON;NOR;Horizontal;[9, 15];214;7;1 
PLAYER_1;33;RADII;5;DIFANIU;ADII;Vertical;[14, 14];183;8;-1 
PLAYER_2;34;JAW;3;WXMQAIL;AW;Vertical;[14, 2];240;26;1 
PLAYER_1;35;CARLE;5;FNUIEIA;E;Vertical;[10, 5];199;16;-1 
PLAYER_2;36;MI;2;XMQILOE;M;Horizontal;[13, 15];248;8;1 
PLAYER_1;37;AWN;3;FNUIIAF;AN;Horizontal;[13, 4];211;12;-1 
PLAYER_2;38;LO;2;XQILOEI;LO;Vertical;[15, 0];261;13;1 
PLAYER_1;39;WIPE;4;FUIIFWE;WIE;Horizontal;[1, 12];225;14;-1 
PLAYER_2;40;LIT;3;XQIEI;I;Horizontal;[4, 15];264;3;1 
PLAYER_1;41;FA;2;FUIF;F;Vertical;[14, 1];235;10;-1 
PLAYER_2;42;NE;2;XQEI;E;Vertical;[15, 3];267;3;1 
PLAYER_1;43;FIT;3;UIF;F;Horizontal;[2, 12];246;11;-1 
PLAYER_2;44;OX;2;XQI;X;Horizontal;[14, 2];289;22;1 
PLAYER_1;45;DENI;4;UI;I;Horizontal;[12, 13];256;10;-1 
PLAYER_2;46;HI;2;QI;I;Horizontal;[2, 5];294;5;1 
PLAYER_1;47;USER;4;U;U;Horizontal;[9, 11];260;4;-1 
PLAYER_1;1;RUGA;4;EUARRGY;RUGA;Horizontal;[7, 9];10;10;1
PLAYER_2;2;OE;2;VPIOJLE;OE;Vertical;[8, 9];8;8;-1
PLAYER_1;3;NAY;3;ERYVRGN;NY;Vertical;[9, 8];24;14;1
PLAYER_2;4;VET;3;VPIJLTE;VET;Horizontal;[5, 12];36;28;-1
PLAYER_1;5;REG;3;ERVRGOK;RG;Vertical;[7, 10];36;12;1
PLAYER_2;6;CAR;3;PIJLCAE;CA;Vertical;[8, 5];47;11;-1
PLAYER_1;7;SER;3;EVROKLS;SER;Horizontal;[9, 11];48;12;1
PLAYER_2;8;ELS;3;PIJLESI;ELS;Horizontal;[8, 7];60;13;-1
PLAYER_1;9;LO;2;VOKLTDT;LO;Vertical;[6, 12];57;9;1
PLAYER_2;10;ALOE;4;PIJIEZA;AE;Vertical;[7, 12];65;5;-1
PLAYER_1;11;TA;2;VKTDTAB;TA;Vertical;[4, 11];65;8;1
PLAYER_2;12;PI;2;PIJIZND;PI;Vertical;[3, 10];71;6;-1
PLAYER_1;13;SAD;3;VKDTBAS;SAD;Horizontal;[9, 5];72;7;1
PLAYER_2;14;NAP;3;JIZNDGP;NP;Horizontal;[6, 7];87;16;-1
PLAYER_1;15;EKE;3;VKTBRRE;KE;Vertical;[12, 9];79;7;1
PLAYER_2;16;ZOIC;4;JIZDGON;ZOI;Horizontal;[5, 6];104;17;-1
PLAYER_1;17;ERR;3;VTBRRNT;RR;Horizontal;[6, 15];82;3;1
PLAYER_2;18;DAG;3;JDGNOWS;DG;Vertical;[11, 3];114;10;-1
PLAYER_1;19;TENT;4;VTBNTTE;TENT;Vertical;[15, 10];88;6;1
PLAYER_2;20;BOTS;4;JNOWSBD;BOS;Horizontal;[14, 12];121;7;-1
PLAYER_1;21;THRU;4;VBTUEHI;THU;Vertical;[8, 14];109;21;1
PLAYER_2;22;DE;2;JNWDRYX;D;Horizontal;[12, 11];133;12;-1
PLAYER_1;23;AT;2;VBEITDA;AT;Horizontal;[8, 12];113;4;1
PLAYER_2;24;ATE;3;JNWRYXE;E;Horizontal;[8, 13];137;4;-1
PLAYER_1;25;BIZ;3;VBEIDIH;BI;Vertical;[6, 2];127;14;1
PLAYER_2;26;JO;2;JNWRYXO;JO;Horizontal;[11, 4];167;30;-1
PLAYER_1;27;CETE;4;VEDIHCU;CE;Horizontal;[11, 12];139;12;1
PLAYER_2;28;EN;2;NWRYXML;N;Vertical;[13, 11];173;6;-1
PLAYER_1;29;VENUS;5;VDIHUFA;VU;Vertical;[15, 11];149;10;1
PLAYER_2;30;LIMY;4;WRYXMLM;LMY;Horizontal;[4, 5];207;34;-1
PLAYER_1;31;HOMO;4;DIHFANO;HO;Vertical;[6, 3];175;26;1
PLAYER_2;32;NOR;3;WRXMQON;NOR;Horizontal;[9, 15];214;7;-1
PLAYER_1;33;RADII;5;DIFANIU;ADII;Vertical;[14, 14];183;8;1
PLAYER_2;34;JAW;3;WXMQAIL;AW;Vertical;[14, 2];240;26;-1
PLAYER_1;35;CARLE;5;FNUIEIA;E;Vertical;[10, 5];199;16;1
PLAYER_2;36;MI;2;XMQILOE;M;Horizontal;[13, 15];248;8;-1
PLAYER_1;37;AWN;3;FNUIIAF;AN;Horizontal;[13, 4];211;12;1
PLAYER_2;38;LO;2;XQILOEI;LO;Vertical;[15, 0];261;13;-1
PLAYER_1;39;WIPE;4;FUIIFWE;WIE;Horizontal;[1, 12];225;14;1
PLAYER_2;40;LIT;3;XQIEI;I;Horizontal;[4, 15];264;3;-1
PLAYER_1;41;FA;2;FUIF;F;Vertical;[14, 1];235;10;1
PLAYER_2;42;NE;2;XQEI;E;Vertical;[15, 3];267;3;-1
PLAYER_1;43;FIT;3;UIF;F;Horizontal;[2, 12];246;11;1
PLAYER_2;44;OX;2;XQI;X;Horizontal;[14, 2];289;22;-1
PLAYER_1;45;DENI;4;UI;I;Horizontal;[12, 13];256;10;1
PLAYER_2;46;HI;2;QI;I;Horizontal;[2, 5];294;5;-1
PLAYER_1;47;USER;4;U;U;Horizontal;[9, 11];260;4;1
PLAYER_1;1;WAIN;4;WARWNIA;WAIN;Horizontal;[7, 9];14;14;1
PLAYER_2;2;EXERT;5;EIXTEPR;EXERT;Horizontal;[8, 8];23;23;-1
PLAYER_1;3;FER;3;RWAYCEF;FER;Horizontal;[9, 4];30;16;1
PLAYER_2;4;BEAN;4;IPBIEAE;BEA;Vertical;[8, 8];30;7;-1
PLAYER_1;5;KAY;3;WAYCKGO;KY;Horizontal;[6, 10];47;17;1
PLAYER_2;6;BI;2;IPIEAMI;I;Horizontal;[4, 10];34;4;-1
PLAYER_1;7;FON;3;WACGOUN;ON;Vertical;[12, 1];53;6;1
PLAYER_2;8;ANI;3;PIEAMIT;AI;Horizontal;[11, 3];38;4;-1
PLAYER_1;9;AW;2;WACGUER;AW;Horizontal;[10, 5];66;13;1
PLAYER_2;10;HAT;3;PEMITHZ;HT;Vertical;[13, 0];49;11;-1
PLAYER_1;11;ECU;3;CGUERCU;CU;Horizontal;[5, 11];91;25;1
PLAYER_2;12;EM;2;PEMIZND;EM;Horizontal;[13, 2];64;15;-1
PLAYER_1;13;REG;3;GERCUTJ;REG;Horizontal;[14, 3];131;40;1
PLAYER_2;14;BIND;4;PIZNDDM;ND;Horizontal;[4, 12];82;18;-1
PLAYER_1;15;OUT;3;CUTJNOE;OUT;Horizontal;[11, 7];139;8;1
PLAYER_2;16;AWN;3;PIZDMNP;N;Horizontal;[10, 6];90;8;-1
PLAYER_1;17;AD;2;CJNEEDA;AD;Horizontal;[3, 13];151;12;1
PLAYER_2;18;ID;2;PIZDMPD;ID;Horizontal;[2, 14];102;12;-1
PLAYER_1;19;NIECE;5;CJNEEVI;NIECE;Horizontal;[12, 10];168;17;1
PLAYER_2;20;MELD;4;PZMPDLF;MLD;Vertical;[15, 9];111;9;-1
PLAYER_1;21;LIDS;4;JVOSTTL;LS;Horizontal;[2, 15];177;9;1
PLAYER_2;22;ESS;3;PZPFSLE;ES;Vertical;[4, 14];115;4;-1
PLAYER_1;23;OE;2;JVOTTUU;O;Horizontal;[1, 15];187;10;1
PLAYER_2;24;LO;2;PZPFLOA;LO;Vertical;[12, 10];123;8;-1
PLAYER_1;25;TOD;3;JVTTUUT;T;Vertical;[3, 13];191;4;1
PLAYER_2;26;APE;3;PZPFAEY;APE;Horizontal;[6, 6];134;11;-1
PLAYER_1;27;TUTU;4;JVTUUTO;TUTU;Horizontal;[5, 5];203;12;1
PLAYER_2;28;FOE;3;ZPFYIOV;F;Horizontal;[1, 15];147;13;-1
PLAYER_1;29;BOLO;4;JVOBIOS;BO;Vertical;[12, 10];209;6;1
PLAYER_2;30;PITY;4;ZPYIOVE;PIY;Vertical;[7, 1];156;9;-1
PLAYER_1;31;ROD;3;JVIOSRO;RO;Horizontal;[14, 10];221;12;1
PLAYER_2;32;EAR;3;ZOVEARE;EAR;Vertical;[12, 11];176;20;-1
PLAYER_1;33;VAS;3;JVISOAS;VAS;Vertical;[13, 12];245;24;1
PLAYER_2;34;VEG;3;ZOVEHLG;VEG;Horizontal;[13, 14];197;21;-1
PLAYER_1;35;SI;2;JIOSIIQ;SI;Vertical;[4, 2];253;8;1
PLAYER_2;36;AH;2;ZOHLARN;AH;Vertical;[3, 3];207;10;-1
PLAYER_1;37;SHOGI;5;JOIIQG;OGI;Horizontal;[2, 7];263;10;1
PLAYER_2;38;LORN;4;ZOLRN;LORN;Horizontal;[1, 10];215;8;-1
PLAYER_1;39;JO;2;JIQ;J;Vertical;[2, 7];290;27;1
PLAYER_1;41;OI;2;IQ;I;Vertical;[4, 4];292;2;1
PLAYER_1;1;DOG;3;OGPRDAE;DOG;Horizontal;[7, 10];10;10;1 
PLAYER_2;2;TOD;3;CDRBEBT;TD;Vertical;[9, 8];7;7;-1 
PLAYER_1;3;YAK;3;PRAEYEK;YAK;Horizontal;[9, 11];30;20;1 
PLAYER_2;4;BICE;4;CRBEBIE;BICE;Horizontal;[10, 13];39;32;-1 
PLAYER_1;5;ARE;3;PREEEAE;ARE;Horizontal;[9, 15];37;7;1 
PLAYER_2;6;ED;2;RBEMIEU;E;Vertical;[8, 7];44;5;-1 
PLAYER_1;7;JEERS;5;PEEEJSI;JEES;Vertical;[11, 13];58;21;1 
PLAYER_2;8;BEE;3;RBMIEUI;BE;Horizontal;[7, 15];59;15;-1 
PLAYER_1;9;VET;3;PEIVEFT;VET;Horizontal;[5, 8];76;18;1 
PLAYER_2;10;CUR;3;RMIUIOG;UR;Vertical;[13, 11];69;10;-1 
PLAYER_1;11;SERF;4;PIEFUSD;SEF;Horizontal;[12, 13];90;14;1 
PLAYER_2;12;GIE;3;MIIOGAE;GIE;Vertical;[8, 10];79;10;-1 
PLAYER_1;13;PIA;3;PIUDANU;PIA;Vertical;[6, 9];102;12;1 
PLAYER_2;14;AA;2;MIOAWAF;AA;Horizontal;[11, 10];87;8;-1 
PLAYER_1;15;END;3;UDNUTZI;ND;Vertical;[15, 10];106;4;1 
PLAYER_2;16;AMI;3;MIOWFCA;AMI;Horizontal;[13, 15];102;15;-1 
PLAYER_1;17;TIDES;5;UUTZIES;TIES;Horizontal;[14, 13];119;13;1 
PLAYER_2;18;WEN;3;OWFCNEE;WN;Vertical;[7, 6];113;11;-1 
PLAYER_1;19;WIS;3;UUZSHOW;WS;Vertical;[15, 14];137;18;1 
PLAYER_2;20;CEP;3;OFCEEOH;CE;Horizontal;[3, 10];123;10;-1 
PLAYER_1;21;HUIC;4;UUZHORI;HUI;Vertical;[4, 7];164;27;1 
PLAYER_2;22;HON;3;OFEOHNY;ON;Horizontal;[0, 10];129;6;-1 
PLAYER_1;23;ZA;2;UZORRVA;ZA;Vertical;[6, 11];179;15;1 
PLAYER_2;24;NOUN;4;FEOHYNN;NON;Horizontal;[1, 9];137;8;-1 
PLAYER_1;25;RE;2;UORRVOU;R;Horizontal;[8, 14];189;10;1 
PLAYER_2;26;THE;3;FEHYAMT;THE;Horizontal;[13, 9];145;8;-1 
PLAYER_1;27;POO;3;UORVOUP;POO;Horizontal;[0, 6];199;10;1 
PLAYER_2;28;MOLA;4;FYAMILO;MOLA;Horizontal;[12, 7];155;10;-1 
PLAYER_1;29;TOLU;4;URVULXT;TLU;Vertical;[15, 4];203;4;1 
PLAYER_2;30;FRUIT;5;FYIQTIR;FRIT;Horizontal;[14, 7];167;12;-1 
PLAYER_1;31;OE;2;RVUXLON;O;Vertical;[8, 14];214;11;1 
